gender,car_owner,propert_owner,children,annual_income,type_income,education,marital_status,housing_type,mobile_phone,work_phone,phone,email_id,type_occupation,family_members,label,age,employee_status
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,60.0,0
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,64.0,1
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,38.0,0
F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,27.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,2,0,61.0,1
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,29.0,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,37.0,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,0,55.0,0
M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,0,42.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unidentified,1,0,62.0,1
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unidentified,3,0,34.0,0
M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,34.0,0
M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,1,1,1,0,unidentified,1,0,25.0,0
F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,49.0,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,1,0,1,0,unidentified,1,0,64.0,1
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,48.0,0
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,0,62.0,0
F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,58.0,0
M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,4,0,34.0,0
M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,1,0,0,0,Sales staff,2,0,29.0,0
F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,43.0,0
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,48.0,0
F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,36.0,0
F,Y,N,0,180000.0,Working,Higher education,Married,With parents,1,1,1,0,Accountants,2,0,31.0,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,2,0,51.0,0
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,0,53.0,0
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,2,0,54.0,0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,0,57.0,0
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,3,0,44.0,0
M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,29.0,0
F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unidentified,1,0,57.0,1
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,47.0,0
F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unidentified,2,0,58.0,1
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,27.0,0
F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,0,38.0,0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,0,56.0,0
F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,1,0,1,0,unidentified,1,0,56.0,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,0,46.0,0
M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Laborers,3,0,29.0,0
F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2,0,42.0,0
F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,40.0,0
F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,unidentified,2,0,59.0,0
F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,51.0,0
M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,43.0,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Sales staff,3,0,32.0,0
F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,2,0,57.0,1
M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,unidentified,2,0,46.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,1,0,37.0,0
F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Laborers,3,0,46.0,0
M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3,0,36.0,0
M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Managers,1,0,33.0,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,unidentified,2,0,54.0,0
F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,2,0,62.0,1
M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,3,0,31.0,0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,3,0,46.0,0
F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,2,0,43.0,1
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Laborers,2,0,32.0,0
F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,0,32.0,0
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,38.0,0
M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,4,0,36.0,0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,2,0,48.0,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,0,40.0,0
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,0,29.0,0
F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,2,0,41.0,0
M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,1,0,0,0,Sales staff,2,0,24.0,0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,3,0,42.0,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,1,1,0,0,Managers,2,0,35.0,0
M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,0,25.0,0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,1,0,49.0,0
M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,2,0,46.0,0
F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3,0,38.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Drivers,1,0,31.0,0
M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,0,30.0,0
F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,52.0,1
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unidentified,1,0,60.0,1
F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,unidentified,1,0,61.0,1
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,0,56.0,0
F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,5,0,45.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,39.0,0
F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unidentified,1,0,64.0,1
F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,HR staff,2,0,41.0,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,High skill tech staff,1,0,27.0,0
M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,40.0,0
M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,1,0,0,0,unidentified,2,0,40.0,0
M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unidentified,3,0,37.0,0
M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,42.0,0
M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,0
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,66.0,1
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,47.0,1
M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,57.0,0
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,34.0,0
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,31.0,0
F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,1,0,0,0,Laborers,1,0,51.0,0
F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,29.0,0
M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,2,0,56.0,0
F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2,0,37.0,0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,26.0,0
M,N,N,0,180000.0,Working,Higher education,Married,With parents,1,1,1,0,High skill tech staff,2,0,36.0,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,42.0,0
M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,0,31.0,0
M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,1,0,unidentified,2,0,59.0,1
F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,2,0,58.0,1
F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,1,1,1,0,Core staff,1,0,28.0,0
M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3,0,46.0,0
M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,2,0,61.0,1
F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,unidentified,3,0,43.0,0
M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,0,43.0,0
M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,unidentified,2,0,66.0,1
F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,1,1,Accountants,1,0,38.0,0
F,Y,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,49.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,45.0,0
F,N,Y,0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unidentified,1,0,60.0,1
F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,unidentified,1,0,63.0,1
F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2,0,35.0,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,1,0,0,0,Laborers,3,0,38.0,0
F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,37.0,0
M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,0,27.0,0
F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,44.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,1,0,0,unidentified,2,0,55.0,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Cooking staff,1,0,46.0,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Waiters/barmen staff,1,0,33.0,0
F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Core staff,4,0,30.0,0
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,52.0,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,unidentified,2,0,47.0,0
F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,2,0,34.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unidentified,1,0,57.0,1
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,33.0,0
F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,58.0,0
F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Secretaries,4,0,42.0,0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unidentified,2,0,58.0,1
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unidentified,1,0,65.0,1
F,Y,Y,1,252000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unidentified,2,0,29.0,0
F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,0,50.0,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Drivers,2,0,24.0,0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Laborers,1,0,50.0,0
M,N,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,unidentified,2,0,63.0,1
F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,3,0,37.0,0
F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Managers,2,0,51.0,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Core staff,4,0,40.0,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Core staff,2,0,24.0,0
F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Managers,1,0,33.0,0
M,Y,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,2,0,48.0,0
F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,2,0,27.0,0
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,27.0,0
F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,49.0,0
M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Drivers,2,0,50.0,0
M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,27.0,0
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,62.0,0
F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,41.0,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unidentified,1,0,64.0,1
M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unidentified,1,0,47.0,1
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,43.0,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unidentified,1,0,57.0,1
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,Core staff,2,0,32.0,0
F,N,N,2,180000.0,State servant,Secondary / secondary special,Married,Office apartment,1,1,0,0,Laborers,4,0,30.0,0
M,Y,Y,0,418500.0,Working,Higher education,Married,House / apartment,1,0,1,0,unidentified,2,0,52.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,49.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,42.0,0
F,N,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,0,30.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,0,59.0,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,0,27.0,0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unidentified,2,0,35.0,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,44.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,2,0,30.0,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,0,44.0,0
M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,3,0,47.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,47.0,0
F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unidentified,2,0,55.0,1
F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,54.0,0
M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,0
M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,60.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,36.0,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,High skill tech staff,1,0,54.0,0
F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,44.0,0
M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unidentified,2,0,56.0,1
F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,1,1,1,0,Core staff,1,0,35.0,0
M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,49.0,0
M,Y,Y,0,173250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Drivers,2,0,44.0,0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,32.0,0
M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,49.0,0
F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,3,0,29.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unidentified,1,0,64.0,1
F,N,Y,2,76500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,unidentified,4,0,39.0,0
M,Y,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,36.0,0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,45.0,0
M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,4,0,30.0,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,unidentified,1,0,57.0,1
M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1,0,27.0,0
M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,0,32.0,0
F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2,0,43.0,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,0,27.0,0
M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Laborers,1,0,23.0,0
F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,4,0,42.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2,0,56.0,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,38.0,0
F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unidentified,3,0,49.0,0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,44.0,0
F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,2,0,61.0,0
M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3,0,35.0,0
F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,0,unidentified,2,0,27.0,0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,43.0,0
F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,unidentified,1,0,38.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,0,55.0,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Sales staff,3,0,37.0,0
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,unidentified,2,0,40.0,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,0,48.0,0
M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,0,57.0,0
F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,unidentified,2,0,25.0,0
M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4,0,47.0,0
M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Managers,1,0,28.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,0,49.0,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,41.0,0
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,49.0,0
F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unidentified,1,0,57.0,1
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2,0,48.0,0
M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,0,59.0,0
F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,Sales staff,3,0,42.0,0
F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,2,0,57.0,1
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,0,39.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,2,0,38.0,0
F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,0,53.0,0
M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,0,46.0,0
M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,0,43.0,0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,41.0,0
F,Y,Y,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,0,46.0,0
F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,0,37.0,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unidentified,2,0,67.0,1
M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,3,0,27.0,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,0,28.0,0
F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unidentified,3,0,55.0,0
